id,rationales_1,rationales_2,rationales_3
2522,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2544,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
2563,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2575,0;1;1;1;1;1;1;1;0,0;0;0;0;0;1;0;0;0,0;0;0;0;1;1;0;0;0
2578,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2580,0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2581,1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;1;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0
2596,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
2602,0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2603,0;1;1;1,0;0;1;1,0;1;1;1
2606,0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;1;1;1;1
2610,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0
2611,1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
2616,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;0
2635,0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0,0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1
2639,0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2649,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2651,0;0;0;1,0;0;0;1,1;1;1;0
2657,0;0;0;0;0;0;1,0;0;0;0;0;1;1,0;0;1;1;1;1;1
2662,0;1;1;0;0;0;0;0;0;0;0;0;0;1,0;1;1;0;0;0;0;0;0;0;0;0;0;1,1;1;1;0;0;0;0;0;0;0;0;0;0;1
2665,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2685,0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2697,1;1;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1;1;1;0
2705,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1
2709,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2710,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2715,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
2717,1;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0
2732,0;0;0;0;1;0,0;0;0;0;1;0,0;0;0;1;1;0
2734,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
2749,0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1
2753,1;1;1;0;0;0;0;0;0,0;0;1;0;0;0;0;1;0,1;1;1;0;0;0;1;1;1
2767,0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1,0;0;0;0;0;1;1;1
2769,1;1;1,0;0;1,1;1;1
2793,1;1;1;0,0;0;1;0,1;1;1;0
2799,0;0;0;0;1;1;1,1;1;0;0;1;1;1,1;1;1;1;1;1;1
2800,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;1;1,0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1
2804,1;1;0;0,1;1;0;0,1;1;0;0
2814,0;1;1;1;0;0;0;0;0;0,0;1;1;1;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0
2816,0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1,0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
2835,0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0,1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
2837,0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2841,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2842,0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0;0;0;0
2848,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
2849,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2850,0;0;0;1;1;0,0;0;0;1;1;0,0;0;0;1;1;0
2857,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;1;1
2867,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2868,1,1,1
2871,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2874,0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2875,0;0;0;1;1;1;1;1;1,0;0;0;0;1;1;0;1;1,0;0;0;1;1;1;1;1;1
2876,1;1;1;1;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0
2881,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2889,0;0;0;0;0;1;1;0,0;0;0;0;0;1;1;0,0;0;0;0;0;1;1;0
2895,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
2909,0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2922,1;0;0;1;0,0;0;0;1;0,0;1;1;1;0
2936,1;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0
2943,1;0,1;0,1;0
2947,0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2958,1;1;1;0;0;0;0;1;1;1;0;0,1;1;1;0;0;0;0;1;1;1;0;0,1;1;1;0;0;0;0;1;1;1;0;0
2962,1;1,1;1,1;1
2968,1;1;1;0,1;1;1;0,1;1;1;0
2986,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0,1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0
2989,0;0;0;0;1;1;1;1;0,0;0;0;0;0;1;1;1;0,0;0;0;0;1;1;1;1;0
2992,0;0;1;1;1;1;0;0;0;0,0;1;1;1;0;0;0;0;0;0,0;1;1;1;1;1;0;0;0;0
3010,1;1;1;1;1;0;0;0;0;0;0,0;1;1;1;1;0;0;0;0;1;1,0;1;1;1;1;0;0;0;0;0;0
3021,1;1;1;0;0;0;0,0;0;1;0;0;0;0,0;0;1;0;0;0;0
3027,0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
3041,0;0;1;1;1;0;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0;0
3043,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
3048,0;1;1;1;1;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0,0;1;1;1;1;0;0;0;0;0
3050,1;0;0;0;0;0;0,1;0;0;0;0;0;0,1;1;1;1;1;1;1
3057,0;1;1;0;0,0;1;1;0;0,1;1;1;0;0
3067,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0
3071,0;1;1;1;1;0;0;0;0;0;0;0;0,0;1;1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;0;0
3081,0;0;0;1;1;1,0;0;0;0;0;0,0;0;0;1;1;1
3085,0;0;0;1;1;1;1,0;0;0;1;1;1;1,0;0;0;1;1;1;1
3090,0;0;1;1;1,0;1;1;0;0,1;1;1;0;0
3091,0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;1;1;1
3095,1;1;1;1;0,1;1;1;1;1,1;1;1;1;1
3099,0;0;0;0;1;1;1;1,0;0;0;1;1;1;1;1,0;0;0;1;1;1;1;1
3101,0;0;0;1;1;1;0;0;0,0;0;1;1;0;0;0;0;0,0;0;1;1;1;1;0;0;0
3102,0;0;1;1;0;0;0;0;0,0;0;1;1;0;0;0;0;0,1;1;1;1;0;0;0;0;0
3104,0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
3112,0;0;0;0;1;1;1;1,0;0;0;0;1;1;1;1,0;0;0;1;1;1;1;1
3123,0;1;1;1;0;0;0,0;0;1;1;1;1;0,1;1;1;1;1;1;0
3127,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3130,0;1;1;1;1,0;1;1;1;1,1;1;1;1;1
3140,0;1;1;1;1;0,1;0;0;0;0;0,1;1;1;1;1;0
3144,0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1,0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1,0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1
3150,0;0;0;1;1;1;1;0;0;0;0;0;0,0;0;0;0;1;1;1;0;0;0;0;0;0,0;0;0;1;1;1;1;0;0;0;0;0;0
3161,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3162,0;0;1;1;1;1,0;0;1;1;1;1,0;0;1;1;1;1
3163,0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;1;1;1;1
3222,0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3223,1;1;1;0,1;1;1;0,1;1;1;1
3227,0;1;1;0;0;0;0,0;1;1;0;0;0;0,1;1;1;0;0;0;0
3235,0;0;0;0;1;1;1;1;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;1;1
3239,0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;1;1
3241,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
3243,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
3244,1,1,1
3245,0;0;0;0;1;1;1;1;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0;0,0;0;0;0;1;1;1;1;0;0;0;0
3248,0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;1
3249,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3251,0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1;1
3256,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3259,0;0;0;0;0;0;0;1;1;1;1;0,0;0;0;0;0;0;0;1;1;1;1;0,0;0;0;0;0;0;1;1;1;1;1;0
3262,0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;1;1;0,0;0;0;0;1;1;1;1;0
3264,0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;1;1;0;0
3270,0;0;0;0;1;1,0;1;1;0;0;1,0;0;0;0;1;1
3289,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3299,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;1;1;1;1
3300,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
3307,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
3308,0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3314,0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;1;1;1;1;1
3315,1;1;0;0;1;1,0;0;0;0;1;1,0;0;0;0;1;1
3316,0;0;0;0;0;0;0;0;0;0;0;1;1;0,1;1;0;0;0;0;0;0;0;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0;1;1;0
3320,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
3322,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0
