id,text,subtask_a,subtask_b,subtask_c
5675,Tani tu ban 2 mi lek😅😅😅,0,2,3
5676,Nuk kuptoj se qa fiton me kta marrina k.... qe hell,1,1,3
5677,Ngele pa 100 lek debil,1,0,0
5678,do ngelesh shtatzen,0,2,3
5679,The Lord of the Rings 😂😂,0,2,3
5680,hall te mall paske kush e di sa je lodh me nda ashtu ...eh papunsia ben te veten.gjithsesi ste ndodh gje pa merak,0,2,3
5681,Do te thote ske mo lek per kafe,0,2,3
5682,do martohesh  mbaje per unaze,0,2,3
5683,Eha ke mu ba nana dmth ma i mençur nga ata budallenjt qe e kan pasur perpara teje at 1 mij lek 😂ca Po thun ti mer @riildoo shpjegoja i cik 😂😂,1,1,3
5684,Eshte fallco,0,2,3
5685,Hahahahhahah gjyse per gjyse.,0,2,3
5686,Fute 1mije lekshin nven tvet e paguaj kafen o derman,0,2,3
5687,do bohesh dikushi ti djalke kam besim pergjegjsi i legenave,0,2,3
5688,Kshu i ndodhi dhe nje shokut tim mas 3 ditesh vdiq 😂😂😂,0,2,3
5689,1 mije lekesh te duket ky? 1 qimd,0,2,3
5690,@ediramaal sa e mundur eshte qe 1 shqiptar i ndershem dhe punetor te behet miljoner ?,0,2,3
5691,@anaadocaj @marjanujkaj  do e fuse ne shishe 😂😂😂,0,2,3
5692,Ngjite,0,2,3
5693,Thjesht se mo 100😂,0,2,3
5694,Te iku zari njeshi 😂😋😂,0,2,3
5695,@esmeralda_malaj_ Hahahahahahaha a tu kujtu gja Oj moter?,0,2,3
5696,Do rrish i dit pa pi kafe 😂,0,2,3
5697,Edhe mua me esht ber keshtu😂😂😂😂,0,2,3
5698,Do behesh i pasur 😂🔥,0,2,3
5699,Fute prap aty tani e ik blej cigare te hapme 😂😂,0,2,3
5700,Bashkoj prp njesho dhe bli slims te hapur 😁😁,0,2,3
5701,Mir pa lek po do ngelesh dhe pa brek 😂,0,2,3
5702,ke rrug tgjat me ba,0,2,3
5703,Shite per skrap😉,0,2,3
5704,Kjo do te thot qe do te behet bytha si ai rrumbullaku per te fituar ato 100 lek 😂,1,1,3
5705,A stvje turp iher ?! 🤣🤣🤣,0,2,3
5706,Do behesh me trap sa je,1,0,0
5707,lekt e slimsit,0,2,3
5708,Trok jo po lop 🤣🤣,0,2,3
5709,do besh bos ne endra 😂😂,0,2,3
5710,Kjo dmth Qe do Te ndodhe dicka e keqe por de dalsh fitimtar...!,0,2,3
5711,Kshu ju nda nje shokut tim dhe vdiq 😏,0,2,3
5712,🤣🤣🤣,0,2,3
5713,kam gjet 1 qese plot njashtu i kam vendos te vendi mepas i kam ngjit me atak e i kam ba 200 leke sha,0,2,3
5714,do ngelesh shtatzan tsh,0,2,3
5715,Do bohesh nga ata 5leksh,1,1,3
5716,ke i rruge te gjate per te bo,0,2,3
5717,Ngjyrose pak me shum fleten qe te duket si 1 mij leksh se e ke sh fallso,0,2,3
5718,Ja ka hek vet sa.me na vet ne qa do ndodh phaaa budall he bir,1,0,0
5719,😂 Kjo dmth ty nuk do te ndahet 100 lekshi kurre 🤣,0,2,3
5720,Futi ne kas,0,2,3
5721,A stë vjen gjynah ti ta nadajsh në dy pjes  1 mije lekshin ësht si kurë të ndanë gruja hahah bashkoj prap mos bën meka me i lën veq e veq 🤣🤣,0,2,3
5722,Dmk jam aj tipi po ik o ...,0,2,3
5723,Do behesh 🐒 😂,1,0,0
5724,do ngelesh me barre 😂,0,2,3
5725,Multi milardjer do beheshh😂😂😂,0,2,3
5726,Ke per te ngel piroke ma keq se jee 😂🤣🤣,0,2,3
5727,katastrof 🥴🥴🥴,0,2,3
5728,Shif ngjite prap vllai se sot nuk ti fal njeri 😂😉❤,0,2,3
5729,O vlla ik kputi nje saldim dhe paguaj kafen😂😂,0,2,3
5730,Te kan ber magji mor shok shko te nje yshtare se keq e paske punen te eshte ndar njemishja eshte ber njeqindshe 😂😂😂😂,0,2,3
5731,futja atak e leri porrdhat,1,1,3
5732,Po ca milioneri edhe ate 1mijleksh per slims se ke mo ahhababaha,0,2,3
5733,Do ket  qen  e spanuar ajo o 1sh😂😂,0,2,3
5734,Do behesh budall,1,0,0
5735,Bobo me keq nuk ka po tu nda 100 lekeshi ashtu per tre dit do bjer bresher 😂😂😂,0,2,3
5736,beje vath dhe jepja mamit tat,0,2,3
5737,Kjo dmth se 100 lekshi nuk asht i bashkum✅,0,2,3
5738,Do ngelesh troke!,0,2,3
5739,😂😂,0,2,3
5740,Ke lek shum ndaji me tjeret hahahahh,0,2,3
5741,Do martohesh😅😂,0,2,3
5742,Do te thot qe je i zoti per skrap,0,2,3
5743,🤣🤣🤣🤣🤣🤣🤣🤣,0,2,3
5744,do t'thot qe ji ni Rr.T.K qe s'ke shokun,1,0,0
5745,100 leke me pak nese nuk e ngjit me atak.,0,2,3
5746,Kuptimi esht ke 1 milek minus tani,0,2,3
5747,Te eshte hap nje vrime e zez hahahahah,0,2,3
5748,Do ngelesh shtatzan 😂,0,2,3
5749,Dmth qe ruaj vrimen se do e hash,1,1,3
5750,Mire qe prishe 100 lekeshin por me gjasa ke Thyer thiken per tu bere objekt diskutimi 🤪,0,2,3
5751,Troke,0,2,3
5752,As per kafe sdo kesh,0,2,3
5753,Do te kesh funeralin falas 😂,0,2,3
5754,ngjite prap dhe 5 qind lek slims dhe nje kafe direkt sa ste ka humb ndonje nga ato ngjysmat,0,2,3
5755,pyet Edi Ramen se ai munde ta di 😅,0,2,3
5756,Qe ketu ka filluar tersi me ty. Kishe 100 leke tani nuk ke me asnje lek. Shnetin tkemi se leket skemi mi pas najher 😉,0,2,3
5757,😂,0,2,3
5758,Do behesh baftjar,0,2,3
5759,Kjo do te thot qe ti je nje super pall k*** 🥴,0,2,3
5760,Jo jo  do ngelesh becar 🤣🤣,0,2,3
5761,Do te hapet nje vrim tjtr😂😂😂😂,1,0,2
5762,Fotoshop fillestar,0,2,3
5763,"Trok, mos pretendo per mshum😂",0,2,3
5764,do ngelesh P.K siq qenke,1,0,0
5765,Do te thot qe e kishe 100 lekshin e bukes po ik futi 2 pika saldim dhe mer 1 buk qe ta kesh per dark,0,2,3
5766,@emirjana_bufja.jote ka nja 1 jav e kam ba 😂😂,0,2,3
5767,Do behesh mbreti Shqiperis do i zesh vendin Rames,0,2,3
5768,😂😂😂😂,0,2,3
5769,Vallai troke apo milioner nk e dim po qe do ngelesh budalla gjith jeten esht e sigurt 😂😂😂,1,0,0
5770,Po ku te gjesh birë futja e mbyllja se a mirë ...,0,2,3
5771,Tani ke 100 lek me pak Ky esh kuptimi.. dhe kuptimi tj esh qe je trap komplet,0,2,3
5772,"Ke me honger veten ndhom😂 , kaq tru k** jeni mor 🤦‍♂️",1,0,0
5773,Milioner behesh vec po zure karrigen e atij te gjatit... po do ngelesh me trok sec je 😂😜,0,2,3
5774,Esh fallco,0,2,3
5775,Do ngelesh pa tru fiks sic je tani,1,0,0
5776,Tej trok qenke po ishalla bohesh miljoner 😂😂,0,2,3
5777,Mere ate 100 boji i vrim e maje mqaf kurse ate rroten jepja nipces te bej rreshun mta 😂,0,2,3
5778,Do te bahesh nje zog gomari,1,0,0
5779,❤️🤣,0,2,3
5780,Do karosesh,1,0,0
5781,Ore koqe kandari  ca kuptimi ka tani svlen per asgjë ca milioner do behesh,1,0,0
5782,Ka nje kuptim shum t rendesishem o plak . Dmth tani je -1milek 🤣,0,2,3
5783,Do thot se nese ske tjera ke met me la filgjanat😂😂😂,0,2,3
5784,do shpikesh rraket🚀🚀,0,2,3
5785,do fitosh nje oskar po mos u murzit se vjen me vunes😂😂,0,2,3
5786,Do ikesh per lesh k**i,1,0,0
5787,E 2🤣🤣🤣,0,2,3
5788,"Do behesh legen,as nji mije lek ski mo 😅",1,0,0
5789,I kishe 1 mij lek tani je pa lek😂,0,2,3
5790,"Boje varse , bohu cool...",0,2,3
5791,Do vdesesh se shpejti vlla ti bashke me ate qe e shpiku,0,2,3
5792,A sa bukurrrr 😂😂,0,2,3
5793,Legen paske me met tan jete .,1,0,0
5794,Sapo fituat  2  50 lekesha.Urime!😌,0,2,3
5795,Do behesh kamarier,0,2,3
5796,😂😂😂😂,0,2,3
5797,kjo do te thot qe ke hik per ledh ti me gjith 100 leksh,0,2,3
5798,I bi tjesh kurrnac hahahaga,0,2,3
5799,Do fejohesh,0,2,3
5800,😂😂,0,2,3
5801,Kuptimi eshte qe ti ke ik per lesh,1,0,0
5802,"Ngjite me Atak  po te heci, ja hodhe edhe mund te behesh milioner ,nese jo ..me vjen keq po do ngelesh edhe pa at 1mij leksh",0,2,3
5803,"Do t thot qe paske ik per lesh , sbohesh mo 🤮",1,0,0
5804,Po je ber milioner shko merri 1 pako gurabija te kuqe 😂😂😂😂,0,2,3
5805,Provo te blesh telebingo se nuk i dihet🤣🤣 ndoshta fiton arditin 😂😂😂😂,0,2,3
5806,Mbaje si unaz 😂😂😜,0,2,3
5807,"Ka kuptimin,syt e tu qe tt pellcasin",1,0,0
5808,Do bosh i mutlioner😂,0,2,3
5809,Perdore o si 1 lek ose si 10 😂,0,2,3
5810,Do t thot qe qenke nje pall k**i,1,0,0
5811,Thuj jam mbret thuj jam boss hahahah,0,2,3
5812,ngjite me atak dhe shko blej naj buk se si dihet,0,2,3
5813,Do behesh kovaç qe ta baskosh,0,2,3
5814,",@emi_lame 😂😂😂😂😂",0,2,3
5815,"Do ngelesh toç kumlle sic je,mos vrit menjen",1,0,0
5816,Uuuu 7 vjet ters dhe do te te bien flokt sikur 1 mij lekshit 🤣🤣🤣🤣🤣,0,2,3
5817,Troke qenke i bie qe do behesh milioner 😂😂,0,2,3
5818,do te thot se gruaja ka nji tjeter dhe behet gati te ndahet ngaty,0,2,3
5819,I dhe fund fukarallekut  bos 😂,0,2,3
5820,Ka me tu q* nana 😅,1,0,0
5821,Ke te ardhme 😂😂 shko e ngjite prep 🤣,0,2,3
5822,Ni gja asht e sigurt ... MEND SDO KESH KURR 😂😂😂,1,0,0
5823,Mos e vendos me ne vrim te doli te doli,0,2,3
5824,🤔🤔JE DHE DO NGELESH PARAZIT.,1,0,0
5825,Osht fallco ngjo vllain,0,2,3
5826,Po si ta mbash nji vit ne xhep kjo ndo ndodhi,0,2,3
5827,Po ku dahet ajo re 😅😅,0,2,3
5828,Ksaj i thojn ma the 100 leksh dysh,0,2,3
5829,Mertimin,0,2,3
5830,Ke per tu bo gang gang  boje varse 😂😂😂,0,2,3
5831,Me shume mundsi do blesh nje atak 10 leksh 😅,0,2,3
5832,"duhej te ishte prej letre qe te beheshe milioner se milioneret e fshin bythen me lek, kurse me monedha nuk e di si funksionon kjo pjes 😂😂😂",1,1,3
5833,Do ndahesh nga kjo jet,0,2,3
5834,Do ngelesh budalla,1,0,0
5835,po e  koqe po,1,0,0
5836,Nk do pish kafe per sot🙃,0,2,3
5837,😂😂😂,0,2,3
5838,Do maresh dy burra,0,2,3
5839,Sipas nji gojdhene te lasht ndarja e monedhes do te thot qe ti ke ikur per lesh k*** ....si mendon @radimerko  kam te drejt 😂,1,0,0
5840,Do ngelesh i cop budall,1,0,0
5841,Do behesh rrot raku,1,0,0
5842,Ka dash nonjoni me tall lobet e tpaska ra ty per pjes 😂,1,1,3
5843,😂,0,2,3
5844,ke i rrug tgjat,0,2,3
5845,Ka mundesi te te heqe barku,0,2,3
5846,Do ngelesh k*r nga mendja e sigurt,1,0,0
5847,Shif loogarin se te ka transferuar rama 100 lek te tj,0,2,3
5848,Tka arth dite me u feju 😂,0,2,3
5849,A tu ndaft kapaku kokes ty more 😂😂😂,0,2,3
5850,@alessiasinani_ do ngelsh beqar🤣🤣,0,2,3
5851,Do behesh kaps 😂😂😂🔥,0,2,3
5852,Shiko anen e mire tani ke 1 unaz dhe 100 lek😂 @s.laci30 ca bohet ktu😂,0,2,3
5853,Qe ke pjerdhur na trut 🤷‍♀️🤦‍♀️,1,0,0
5854,duket sikur 10 lekshit ja shtu nje 0 dmth se memet asja kohe ku i thonin gazetes paloma  i kan shtu nje L,0,2,3
5855,O vllaj puno se behesh milioner 🤣🤣 Mos enderro me sy hapur se sbie gje nga qielli🤣🤣🤣,0,2,3
5856,E hengre 😂😂😂,0,2,3
5857,Je dhe do ngelesh organ gjinital mashkullor 👍🏻😂,1,0,0
5858,Je duke Rilindur...sepse kjo eshte reforme e rilindjes😂😂😂,0,2,3
5859,Na plasi  tr.pi,1,1,3
5860,Vere si unaz tani ne gisht,0,2,3
5861,Ngjite me logo,0,2,3
5862,leku jone ashtu eshte,0,2,3
5863,nuke ka asd edhe nje kuptim nan,0,2,3
5864,ke la lesh 🤷‍♂️,0,2,3
5865,"Ike per shele, kjo i bie qe duhet te ikesh ne emigrim 🤣🤣",1,0,0
5866,As njera as tjetra,0,2,3
5867,Do te hapet nje vrim 🖕,1,0,0
5868,Do t'thot mete pa lek tesh 😂,0,2,3
5869,Miljonerr jo se jo 🤣 po ishalla nuk hy me miljona boxhe 🤣,0,2,3
5870,Do te thote qe duhet ta ngjisesh dhe te ja ngecesh dikujt 😂,0,2,3
5871,ik saldoje  se i thon 100 mi lek 😂😂😂😂😂😂,0,2,3
5872,Do ngelesh pa shkoll,0,2,3
5873,I ka ardhur ora per tu ndare edhe u ka ndare,0,2,3
5874,Sa vuajte per na xjerr ate😂😂,0,2,3
5875,Do hash i mut 😂,1,0,0
5876,1/2 Mijeshes 500 eshte prap😂😂😂,0,2,3
5877,Do fitoni  nje lop ne llotari 🤪😂😂😂😂!!,0,2,3
5878,Kap e saldoje o pallosh e pi naj kafe  leji fallet,1,0,0
5879,😂😂,0,2,3
5880,jo do bohesh boos,0,2,3
5881,😱,0,2,3
5882,futi gishtin atij rrethit😆😆😆✌,1,1,3
5883,A me çekiç i re🤣🤣,0,2,3
5884,Do hash mut 😂,1,0,0
5885,"Vet nuk del ajo ,e ke heq ti me dicka se e kam bo dhe vet",0,2,3
5886,Do te thot qe do blesh benz me ate 100 lekshin se stemen e paske 🤣🤣,0,2,3
5887,I iku tapa ketij 💨💨💨💨💨💨,1,0,0
5888,Do shkosh n’burg😂😂,0,2,3
5889,"Halle halle kjo dynja ,😲😲 truri, trurit nuk i ngjan 😂😂😂",0,2,3
5890,Re grop tani iken 2 kafe🤣🤣🤣🤣🤣,0,2,3
5891,Dhe dy ore kohe ke para se me dek😂,0,2,3
5892,Trok vlla. Kothere fare🤣,0,2,3
5893,Sa jane shtu budallejt ik e punoni mos u merni me budalliqe,1,1,3
5894,Do ngelesh budalla,1,0,0
5895,Si ke ma 100 lek 😂😂😂,0,2,3
5896,E ke fallco,0,2,3
5897,Po cna plas trapi ne se e ke nda ti 100 lekshi,1,1,3
5898,Vere prap ashtu si ishte dhe hec mos meno budalliqe qe do behesh miloner🤣🤣,1,1,3
5899,"Do behesh por rri prit aty ku je, mos e merr mundimin te punosh me. ...",0,2,3
5900,@ervin_nako hahahhahaj,0,2,3
5901,E kam ba edhe un,0,2,3
5902,@mevlanshahi,0,2,3
5903,Pirdh pirdh se liroesh..!!,1,1,3
5904,Me kto mend qe paske ti do ngelesh fukara nga truri,0,2,3
5905,Do gjesh nuse,0,2,3
5906,100 lekshi seshte ashtu.ajo qe ke ti eshte 10 lek.e rrethi i 50 lekeshit..mos na beni budallenj fare se na cuditet,1,1,3
5907,Do te thote se pasuria jote do te ndahet ne dy pjese nese je beqar do te thote se do te martohesh dhe pjesa e rrethit boshe beje unaze kurse ate ne mes beje per varese per cupe nese je i martuar prit dy femije binjak djal dhe vajze kjo do te thote ndarje ne dy pjese te pasuris tende,0,2,3
5908,Eshte fallco🍻,0,2,3
5909,Coje ke saldatori 😂😂,0,2,3
5910,"😂😂😂😂😂😂😂😂😂😂e sigurt qe ""Milioner""😂😂😂😂",0,2,3
5911,Budall do ngelesh tqr,1,0,0
5912,Kjo do t thot se e shperdero lekun 🤣,0,2,3
5913,Behesh nj 🐖🐖🐖,1,0,0
5914,Kjo dmth pall ke qon e pall ke me mbet,1,0,0
5915,😂😂😂😂 perdore si dy 50 leksha 😂,0,2,3
5916,Pak me shum besim te ZOTI dhe kto budalliqe nuk i beson me 😉..,1,1,3
5917,🔥,0,2,3
5918,Do ngelesh me barr,0,2,3
5919,Do ngelesh trape😂😂😂,1,0,0
5920,Bilioner,0,2,3
5921,do matohesh 😂😂😂😢😢😢,0,2,3
5922,1 kafe 50 lek slims dem esht ber 🤣,0,2,3
5923,1 milion euro ka me ti hudh jehovaj mos u merzit tash i ke thon fukarallikut go fuck rrugs ishte jehovaj se fola n tel me to,1,1,3
5924,Hahahahahahahahaha👏👏👏👏👏sa Kam qesh pz po car jemi kshuu o zot kaq Copa mishi me dy syy,1,0,0
5925,Do te thot qe sapo humbe 100 Lek 😂😂😂😂,0,2,3
5926,Kjo eshte prej letre😂,0,2,3
5927,Mos paç fatin e 1 mij lekshit shoku 😂😂😂,0,2,3
5928,Hahahaha kuptimi eshte i thelle ta dish😂,0,2,3
5929,Do te behesh milioner pa lek nxhep😂😂😂,0,2,3
5930,Ti sapo humbe 1 mije lekshin bishe e shef cdo te thote,0,2,3
5931,"nje gje eshte e sigurte,ti ke 100 lek me pak por mund ta vendosesh si unaze ne raste festash 🙊🙊",0,2,3
5932,Na na ket k.... tem,1,1,3
5933,Do ngelesh shtatezan😂😂🙉🙉,0,2,3
5934,@zarti_shima.1,0,2,3
5935,"urime !! ju sapo keni fituar nje qese mush plot me qese , a te qit zoti faresh o cop k... 😂😂",1,0,0
5936,Do te tthot se cpar i pate i mij lek tpakten tani ngele pa asi Lek nxhep 😂😂😂,0,2,3
5937,😂😂😂,0,2,3
5938,"Do e fusesh prap ne ven dhe do pagush kafen ,kjo do te ndodh😂😂😂",0,2,3
5939,Sdo e perdoresh ma qata vlla 😂,0,2,3
5940,Do ta marri gruja gjysmen e pasuris tjt,0,2,3
5941,ik pyet noterin me mire 😉,0,2,3
5942,Ma grop ske si me ngel ma 😂😂😂,0,2,3
5943,Hahahaah ca pyetjesh plak,0,2,3
5944,Sa jane shtuar kta hidjotet,1,0,2
5945,Do ndahesh nga cdo grua😂,0,2,3
5946,Dmth qe u nda ne dysh 100 lekshi asigjo tjt,0,2,3
5947,Do martohesh ka kuptim,0,2,3
5948,Do ngelesh pa brek 😂😂😂,0,2,3
5949,Ti do sundosh ne shqiperi qe sot e ne vazhdim,0,2,3
5950,Ik saldoje vlla😂😂,0,2,3
5951,Beje unaz ate rrethin e jepja ndonjeres🙄🙄😂,0,2,3
5952,Shko shite per hekur o boss se bohesh milioner 😂😂🤷‍♂️🤦‍♂️,0,2,3
5953,Do vdesesh😂,0,2,3
5954,Bani prap bashk se ashtu nk ke me pagu kafen o shok se veq ate ke pas nxhep,0,2,3
5955,Do te thot se kishe 100 lek tani je pak 100 leke ky eshte kuptimi .ca kuptim leshi thua,1,1,3
5956,A ma shet mua 50 lek ? 😂😂,0,2,3
5957,Mbaj vetem ate rrethin ti edhe je ok😂,0,2,3
5958,Ngjite ne tubet 😅🤣,0,2,3
5959,Po kafen si do e paguash tani 😂😂,0,2,3
5960,bashkoje prap e bohesh me 1 mij lek😂,0,2,3
5961,Do te thot qe do ndahesh nga gruja,0,2,3
5962,Kuptimi asaj esht qe ti je nje rrk  qe se ke shokun,1,0,0
5963,Kuptimi esht qe ti je 100 lek minus,0,2,3
5964,Kuptimin se dim po morem vesh ca je te pakten 🤦‍♂️,0,2,3
5965,E ka leshu ataku🤣,0,2,3
5966,Duhet pyetur Artan Hoxha per me teper,0,2,3
5967,E paskan fallcifiku dhe 100 lekshin 😂😂😂😂 kan harxhu 110 leke per te fallcifiku 100 leke 😂😂😂,0,2,3
5968,Ti trok je vlla qe meresh me 1 mij leksha 😂,0,2,3
5969,Me kte do thot qe tani i bie te kesh 2 mije leke😂😂😂,0,2,3
5970,Si ke punet mire nga leku po futju punes🤣🤣🤣,0,2,3
5971,Fute prap ne vend o plak sikur ishte dhe ska gjo 😂😂😂,0,2,3
5972,eshte 1mije leksh fallso,0,2,3
5973,Fallco,0,2,3
5974,Do te thot qe humbe 1 mij lek 😂😂,0,2,3
5975,Prdori si 5qindeklsha tn 😜😜,0,2,3
5976,Mere ate rrethin taahi vare ke celsat e makines,0,2,3
5977,Thote qe ke lek borxh 😂🤪,0,2,3
5978,"Si çdo ndarje ma, gja e mire do te jete. 🤣",0,2,3
5979,Do vdesesh,0,2,3
5980,I paske leshuar pllumat ti vllai,1,0,0
5981,🍆🍆💩💩,1,1,3
5982,Ske lek per kafe ja ca kuptimi ka,0,2,3
5983,Trok vit ters 2020🤦‍♀️😂,0,2,3
5984,Do te thote qe i erdhi ora,0,2,3
5985,Do tthot qe ti je nji cop injoranti qe se di se ku je vet e jo mo 100 lekshi,1,0,0
5986,Tregon qe nllogarin tate ke 100 lek me pak,0,2,3
5987,7 vjet ters 😂😂,0,2,3
5988,E tmerrshme 😂,0,2,3
5989,Milioner😂😂 tash fli i qet.,0,2,3
5990,Fallco,0,2,3
5991,Do qish kurva shum,1,1,3
5992,Troke,0,2,3
5993,Nuk do bbesh dot bashk as nj mi lek👌😂,0,2,3
5994,🙉🙉,0,2,3
5995,😱,0,2,3
5996,Aty e paske venin  vet. Nuk protestohet asht O kafshe. Sa do që mos të jetë ushqimi për ta konsumuar nuk abuzohet po shko jepa naj kafshe qe ka ngelur pa bukë edhe protestë aty ku asht për të protestuar!,1,0,0
5997,Po mir mos I ha. Po aty pse I ke hedhur 😅🤣🤣😂 hidhi ne kosh te pakten 😅🤣😂,0,2,3
5998,Ma ti proteston ne Internet duke qendruar ne shtepi🤣🤣🤣menyra e re e protestes🤣🤣🤣,0,2,3
5999,Braktisja eshte lufta me efikase,0,2,3
6000,Mos protesto kaq rond amon,0,2,3
6001,Nuk lahen aty o neci pijaneci,1,0,0
6002,@ervis.agaj  se fut ne goj thot . Se ku ka ma e fut 🤷‍♂️,0,2,3
6003,Goxha protest ke bo u ngrit gjith europa prej teje,0,2,3
6004,pas fotos i fut nje larje sallamit dhe aktivizon procesin e perpunimit te stpmakut nje nga nje 🤣🤣,0,2,3
6005,😂,0,2,3
6006,Nuk i perdor fare me apo nuk i fut ne goje ?👏👏👏,0,2,3
6007,qeni nanen ta shkerdheft mor vrk njeri🥴,0,2,3
6008,😂😂😂😂 Shifi tani gjith shqiptaret vegjetariane tu henger barishte 👏👏👏👏 mbase esht me mir kshu rrojm ca vite me shum,0,2,3
6009,Gjynah ta hedhesh ushqimin aty kur mund ta kishe fut nbyth,1,1,3
6010,Oj ti nk ka ushqim bio sott pranoje😂po haje aty e mos fol shm,0,2,3
6011,Tani zere me dore dhe nxiri,0,2,3
6012,"Mire do besh, te gjithe duhet ti bojkotojne. Sa me pak ushqime te procesuara.",0,2,3
6013,ngjakan si kapsolla Zeus jo si salçiçe,0,2,3
6014,I lan aty për ti shplar😂,0,2,3
6015,@njoftimeperpune  KUSH DO PUNE ??,0,2,3
6016,Injorante si guxon me vendos ushqimin aty njeri i pavlere ska me turp 😡,1,0,0
6017,"Sta ka dhen njeri me zor, populli ka nje shprehje, çorba e lir te djeg .....",0,2,3
6018,Protesta me e mir esht duke mos i bleré,0,2,3
6019,😂😂😂🤣,0,2,3
6020,Po ska prb se mbas 2 ditsh harro,0,2,3
6021,Ke ngaterruar vryme o trapllok...mire ATA po' ti pse u shkon nga pas mos e bli ushqimin e ta hedhesh ne halè,1,1,3
6022,"Hajde futi nje te shperlar edhe skuqi, leji pordhet!!",1,1,3
6023,Mbasi te mbarosh me fotot dhe postimin haji per darke,0,2,3
6024,Futu nje te ngrene tani plako,0,2,3
6025,Ku mo kompania KAZAZi o me e mira ne treg nga i degjoni ktu fallcifikime te firmave tjera qe Jan 0 ne shperbim Edhe ne shije me vjen keq qe jeni paragjykues per firmen e gabuar,0,2,3
6026,Laj njer ate ku e ke hedh se ta shpif pastaj hidhi ..se ti i qelbe me keq,0,2,3
6027,🤚 aprovoj .,0,2,3
6028,Jo në pisuar me këto por në kosh plehrash po nuk i deshe o kazan😉👏👏,1,0,0
6029,yyyyy kujdes se po rrezon pushtetin me kete lloj proteste...😂😂😂😂,0,2,3
6030,Po proteston ne vrim te gabuar vec 😂🤣,0,2,3
6031,Haje e nje cope pas protestes!!!,0,2,3
6032,Ku hidhet aty m apo e ke hedh sa me bo foto,0,2,3
6033,Aty protesto ti ne shpi bravo 😂,0,2,3
6034,Jam kurioz ta di si i nxore prap qe aty 😂,0,2,3
6035,"Ti nuk po proteston,ti po hy ne greve urie 🤣🤣🤣🤣",0,2,3
6036,Opo mire e ke ti po cte ham se mos ka siguri ushqimore me ato plerat qe drejtoj  edhe buk that te ham a di  ndonji cili mjell esht i sakt ? ??????,0,2,3
6037,😂,0,2,3
6038,Mjer ju atje😢,0,2,3
6039,I paske hedh ne te bideja jo wc-ja paske bo foto dhe i ke ngrene perseri robo. Hajd te befshin mir 😎,0,2,3
6040,Duhet te behet block blerjes nga te gjithe njerezit te ketyre prokteve plehra dhe le ti hane pronaret e firmave prodhuese bashke me femijet e tyre,1,0,2
6041,Ti proteston  nderkohe qe mijera te tjere do mbajne rradhe tek kioskat e lali betonit ne qender per te blere dhe shijuar salcicet me mish lope te ngordhur gjate festave te fundvitit....,0,2,3
6042,Po ti re kr i ke fut vtm per foto aty se perseri do i nxjerresh sa dru mr 😂,1,0,0
6043,Do hajm bar,0,2,3
6044,Pupupu ca di hajm mor aman,0,2,3
6045,👏👏👏👏,0,2,3
6046,Follow1🍑,0,2,3
6047,👏,0,2,3
6048,Vetem aty mungonte🤦‍♀️😂😂😂,0,2,3
6049,Edhe e paska skuq madje😂😂. Paska honger iher pst i ka hedh😂. Ta shohi babi jot qe ti i ke hedh aty tbon mos me tnjoh mo njeri😂.,0,2,3
6050,"Me foto je tu protestu ti me 🤦‍♀️🤦‍♀️ o milet duhet me dal me protestu ne shesh si burrat ,e jo ne tualet me foto 😉😉 meri haj prap tani e leni pordhet 🤮protesta me foto e komente ,ndaj na shkelin se rrim anonim dhe nuk bej nje protest si duhet 🤫🤨",1,1,3
6051,Turp i madh,0,2,3
6052,Betohu te noteri,0,2,3
6053,care jane keto,0,2,3
6054,👍,0,2,3
6055,Mund ta fusesh me kosh ne vend se ta vesh aty 🤔🤔,0,2,3
6056,bravo ti po tlumt ehhh protestime n rrjetet sociale cogu dil nrrug protesto or trim,0,2,3
6057,Mir po n banj per ca e hodhe,0,2,3
6058,"Cudia me e madh 3dite zgjate..beni protesta nga rrjetet sociale,se nga kafet zor se ngriheni😨🤦‍♀️🤦‍♀️",0,2,3
6059,🤣🤣🤣🤣🤣😂😂😂😂🤣🤣🤣😂🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣,0,2,3
6060,mendova se jane copa dinamiti,0,2,3
6061,Po prap vet ke per ti nxjerr qe aty kshu qe mos bej cicin,0,2,3
6062,😢😢,0,2,3
6063,Ooo ti nuk meriton as ushqim kafshesh Jo me te hash sallam 😏a hidhet ne banjo more te humbe bereqeti o kok bosh 😏,1,0,0
6064,Perdor alsen 😅😅😅,0,2,3
6065,Ja ke qr. Ke bo protest te fuqishme. I falimentove fabrikat,1,1,3
6066,Pse keshtu protestohet 😏protest eshte te shkoni ti vini flaken Fabrikes ta hidhni ne er 👎👎👎,1,0,2
6067,Mir bere qe i hodhe aty por nga do ikin? Prap vet me dore do i mbledhesh 😜,0,2,3
6068,Do e besh si ai fshatari mbasi si shiti I beri shurren dhe kur e Mori uria filloi ti hante (kte se kap shurra kte se kap shurra ..) dhe I hengri tgmit,1,1,3
6069,Haha e bllokove halen me 😂😂,0,2,3
6070,Ok,0,2,3
6071,O barbon tpakten ja jepje njanit si ska nevoj ti kur nk i do pse i ble apo do me tregu se han salcice,1,0,0
6072,Paske gjet ven ku me i hedh..!!,0,2,3
6073,ik re pall .... se le nam 😂😂,1,0,0
